,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/6/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013,2/22/2013,3/1/2013,3/8/2013,3/15/2013,3/22/2013,3/29/2013,4/5/2013,4/12/2013,4/19/2013,4/26/2013,5/3/2013,5/10/2013,5/17/2013,5/24/2013,5/31/2013,6/7/2013,6/14/2013,6/21/2013,6/28/2013,7/5/2013,7/12/2013,7/19/2013,7/26/2013,8/2/2013,8/9/2013,8/16/2013,8/23/2013,8/30/2013,9/6/2013,9/13/2013,9/20/2013,9/27/2013,10/4/2013,10/11/2013,10/18/2013,10/25/2013,11/1/2013,11/8/2013,11/15/2013,11/22/2013,11/29/2013,12/6/2013,12/13/2013,12/20/2013,12/27/2013,1/3/2014,1/10/2014,1/17/2014,1/24/2014,1/31/2014,2/7/2014,2/14/2014,2/21/2014,2/28/2014,3/7/2014,3/14/2014,3/21/2014,3/28/2014,4/4/2014,4/11/2014,4/18/2014,4/25/2014,5/2/2014,5/9/2014,5/16/2014,5/23/2014,5/30/2014,6/6/2014,6/13/2014,6/20/2014,6/27/2014,7/4/2014,7/11/2014,7/18/2014,7/25/2014,8/1/2014,8/8/2014,8/15/2014,8/22/2014,8/29/2014,9/5/2014,9/12/2014,9/19/2014,9/26/2014,10/3/2014,10/10/2014,10/17/2014,10/24/2014,10/31/2014,11/7/2014,11/14/2014,11/21/2014,11/28/2014,12/5/2014,12/12/2014,12/19/2014,12/26/2014,1/2/2015,1/9/2015,1/16/2015,1/23/2015,1/30/2015,2/6/2015,2/13/2015,2/20/2015,2/27/2015,3/6/2015,3/13/2015,3/20/2015,3/27/2015,4/3/2015,4/10/2015,4/17/2015,4/24/2015,5/1/2015,5/8/2015,5/15/2015,5/22/2015,5/29/2015,6/5/2015,6/12/2015,6/19/2015,6/26/2015,7/3/2015,7/10/2015,7/17/2015,7/24/2015,7/31/2015,8/7/2015,8/14/2015,8/21/2015,8/28/2015,9/4/2015,9/11/2015,9/18/2015,9/25/2015,10/2/2015,10/9/2015,10/16/2015,10/23/2015,10/30/2015,11/6/2015,11/13/2015,11/20/2015,11/27/2015,12/4/2015,12/11/2015,12/18/2015,12/25/2015,1/1/2016,1/8/2016,1/15/2016,1/22/2016,1/29/2016,2/5/2016,2/12/2016,2/19/2016,2/26/2016,3/4/2016,3/11/2016,3/18/2016,3/25/2016,4/1/2016,4/8/2016,4/15/2016,4/22/2016,4/29/2016
BMRN    US Equity,6.4863,-4.425,0.6002,1.8466,4.6862,-0.8527,-2.7143,-3.3149,1.1143,-2.8822,0.8729,-1.0672,-0.1458,-2.1898,-2.2687,6.7196,0.3434,2.0821,6.1749,-3.6842,5.5738,-8.0487,2.2798,1.9263,0.7289,6.0842,3.0066,6.2055,-7.0439,-1.7888,-3.5922,-1.312,0.904,1.9763,-3.5142,2.7317,-0.756,8.1166,-2.1866,3.5271,-0.2639,1.732,-8.1343,-3.7066,28.5485,-0.3951,2.4635,-1.1817,-3.1753,5.2175,-1.0527,-1.9431,9.5953,-1.8652,4.8875,2.4408,1.083,-1.7679,2.3087,-0.3198,6.2567,3.1035,-0.3417,-1.4694,3.1649,-0.8673,4.8445,1.1281,-3.4535,5.5872,1.4541,-5.4226,0.5937,-2.6246,-6.0128,-1.3406,-4.3688,0.2518,6.9788,8.6869,-0.1234,-1.2668,0.8606,-0.3258,-1.4319,2.2264,1.1276,11.0432,-2.6547,8.7325,-3.7167,-0.3644,-8.2498,-2.0227,-0.1808,-5.9783,-1.3006,12.7217,2.5256,-0.8615,-0.3805,-0.8979,-0.9636,0.5664,-0.231,1.0566,5.1991,-3.5398,-2.7805,-2.2503,12.5947,7.532,-0.6379,-4.642,0.1424,-4.4215,-10.3747,-4.4069,-9.6148,6.3581,-6.2408,1.0685,1.4558,-1.6228,-1.9274,2.6204,6.5217,-1.0528,8.1846,-4.9327,2.8012,-8.2056,-0.3879,2.6075,2.2277,3.293,5.0789,4.3427,1.5108,-5.5041,1.0401,2.7206,3.5934,-2.3355,0.184,-0.4944,15.0177,1.8141,1.7091,-1.2633,3.5969,4.5322,0.5127,1.4859,2.535,-2.4616,0.6992,1.7468,6.0461,-1.7697,-0.5425,-3.4068,7.3628,6.3517,-0.084,6.2576,8.5699,1.3358,2.8841,-6.5228,1.5119,-1.0556,-0.521,-3.6249,4.9517,0.9206,3.5918,-1.2737,-1.3698,-1.4695,13.0296,-2.2403,1.4832,3.5297,5.2375,-2.75,0.8828,-8.498,1.2478,-6.8925,5.556,-5.0083,5.0352,-1.6782,-16.8083,3.9654,-9.1239,5.9889,-4.3183,12.3872,-1.8113,-6.5089,-9.7171,-0.567,1.7211,-4.4032,11.3552,1.3405,-1.0204,-8.6006,-13.1697,1.8282,-12.5679,-7.579,2.4412,10.8733,3.1403,8.1482,1.8461,-8.3041,-0.0865,4.6865,0.6497,1.8073,8.1268,-9.7228
SHPG    US Equity,-4.6583,0.4644,-2.1805,2.8968,-0.4692,5.2257,3.0121,-2.4429,-0.0379,0.2562,-2.6027,-1.2924,-6.7238,1.6359,-3.6137,6.0332,-1.0567,-0.0205,0.986,-8.157,-1.8937,-6.6712,6.0111,1.7114,2.479,-5.44,-1.8173,3.6076,1.6045,1.9375,0.1648,2.0621,0.4084,-1.7767,-1.3403,2.96,-0.7724,-4.3243,0.226,-0.4059,-1.6753,1.1858,-3.7661,0.0828,-1.0278,-1.5636,5.0443,0,5.2522,2.5444,-0.7487,-1.7888,2.5894,5.4011,1.5119,0.8297,0.7534,-1.4858,-4.4497,0.3606,0.2916,-4.4553,0.0326,-1.4452,0.7277,-2.4409,2.9507,-1.3405,1.9772,-5.5893,6.7806,0.3868,6.4861,-1.0252,-0.782,0.4094,-3.4149,0.3799,2.0397,5.5435,0.4393,5.5502,2.9284,-0.4742,1.4473,0.6557,-2.9668,3.7833,4.2661,3.5717,-3.7724,-0.4543,-0.9043,4.4602,10.9478,-1.3687,0.2686,1.4732,1.6278,-2.013,-1.1781,-0.8345,3.4713,2.2947,-1.1003,3.8688,2.6052,-1.8454,2.6623,3.0745,5.6672,3.1296,-1.7315,-0.66,-6.1929,-2.5406,-1.1801,-2.6987,-0.9638,3.1716,10.2402,7.393,-3.6169,-1.2786,2.8494,1.558,3.7545,-0.3335,24.3112,5.4242,1.0086,4.9336,3.2121,-1.7078,-1.872,-5.0577,3.0629,0.7914,-0.0736,1.5347,3.8533,0.1979,1.7314,0.0267,-4.6401,-28.4867,8.5596,2.7302,-0.6106,2.0344,3.6867,1.6707,0.6882,-0.637,1.4179,-1.7764,-1.8179,4.0572,-1.0483,0.381,1.4952,2.0159,7.2157,-1.055,1.947,-2.5464,3.5758,3.8742,-4.9953,-5.8389,9.6386,-1.7566,4.3822,-4.3942,0.7913,3.5065,2.2244,0.0154,-3.3173,-2.4889,0.9296,0.6221,-1.2084,1.7353,2.92,-1.9717,5.638,-6.3603,-1.4809,-9.5068,5.9352,-5.7044,0.2247,-2.0179,-4.5492,0.4459,-4.1004,4.3454,1.87,6.3217,-4.8536,-5.7631,4.8384,-1.4197,-2.1958,-6.7111,2.5108,3.3437,0.8015,-9.2683,-4.5269,2.6411,-7.6645,-6.5241,1.64,2.7017,-1.9608,-0.3789,0.929,-0.5621,2.3793,6.074,3.6726,0.2593,1.8987,1.226
SGEN    US Equity,4.2178,1.3203,-0.2266,11.3572,-0.408,-4.7875,-4.7593,-0.7905,2.9027,-0.8296,9.1467,-0.7154,4.8893,-4.2198,-5.2254,5.5135,1.7418,-3.6254,2.2989,2.4515,2.5424,-7.0977,23.0769,8.8861,-1.4447,0.5943,1.1422,-2.6869,6.0424,4.0755,-10.6236,-2.9615,8.3194,3.7437,-1.2649,8.8546,-5.469,1.1351,-2.462,-0.5939,-6.6468,4.16,-2.4962,-4.1749,-5.0144,5.0627,5.1071,-0.8229,0.9087,-8.0266,-0.0851,-2.0878,8.6635,7.6054,9.2296,3.2368,-2.3762,2.7721,-9.9342,-0.5478,4.0397,9.3893,8.2607,7.9583,-1.974,-1.9856,6.5517,-0.3236,1.1364,-2.7555,1.7607,-0.784,-4.7684,-1.8026,0.4953,-5.1029,-7.4244,3.8284,10.9663,9.1951,2.5971,1.6108,8.9079,-3.9972,-1.3959,1.8062,1.6543,4.2217,9.7081,-5.1155,-4.4783,3.2089,-12.4146,0.8056,1.6733,-4.3233,-0.077,7.1429,-2.8058,1.3817,7.9338,-9.3348,-1.0694,0.2765,-1.6295,9.5056,11.5895,-5.2138,-1.2981,-2.0731,14.0906,9.577,-4.2425,-1.5402,-2.8776,-0.1988,-11.9346,-9.0498,-7.5373,4.4929,-3.5788,-7.8772,2.4638,-3.1117,-3.1825,0.6333,12.2565,7.0208,3.3674,-6.1776,-0.5916,-3.2342,-7.754,1.1304,5.761,6.1247,7.8396,1.4918,2.6832,-6.6121,0.7056,-1.9087,1.8966,-13.5364,-10.5396,8.2813,3.7518,2.0028,-1.6908,-1.914,4.2138,-1.1126,-0.933,-10.6648,1.9845,-2.706,1.6875,-6.1309,2.7009,2.9646,-3.5294,4.4608,-3.0108,10.738,3.6899,-2.5655,8.4655,1.4357,-6.7936,-2.333,4.8481,-2.5883,2.7955,-8.3737,20.8639,-2.8933,8.2374,-0.3238,8.7723,0.0853,2.9418,-1.7395,0.4215,-1.1752,9.5986,-6.1616,-1.1563,-6.7266,-1.4558,-6.4318,2.6233,-4.8521,11.9652,5.2211,-16.9341,2.4911,-2.3313,0.8888,1.7367,2.6472,3.6876,-0.4881,3.06,-2.1532,-7.1809,1.2478,2.7114,4.7516,2.8179,-16.7558,-3.5867,4.4142,-12.3106,-3.4263,-10.0785,6.25,1.906,4.9016,2.5515,1.6787,2.2406,4.2388,-0.4426,6.3907,3.1079,-10.1317
ALKS    US Equity,-3.9171,8.8729,-0.7709,5.9933,0.2618,-6.1097,2.2247,-5.9304,-0.1157,-0.3474,-2.731,-1.5532,12.5607,0.4852,-5.794,0,1.8223,1.0626,0.1107,-9.2316,-1.7052,-6.3197,1.7857,1.8843,2.9974,5.0774,4.2428,-2.3742,9.1488,3.6074,-7.2709,-2.4848,1.0759,0.5042,2.2854,3.4877,0.8425,7.154,1.1209,0.6265,-7.9502,-2.3933,0.4264,2.3355,4.9793,-3.7055,1.7958,-2.6714,-3.2367,1.4182,1.6887,-3.8921,9.7192,7.7756,2.3288,-1.7403,-1.1807,-3.2169,0.6173,-1.7933,5.0937,4.5725,-0.5247,-0.1319,4.3134,-5.6962,11.8121,25.1301,0.4157,-4.8726,4.4526,1.5705,3.6289,-4.8417,-0.64,-5.314,-7.449,5.4024,1.8131,4.6918,1.9954,5.6126,2.1257,1.2191,-5.376,1.5523,-2.9349,3.6535,4.1629,2.3629,-4.1322,-3.9239,-2.2587,10.8579,3.2267,-1.4661,1.4037,5.1218,4.7933,1.4853,-1.315,-0.8783,1.6456,1.6189,-1.7892,12.6279,6.869,1.5965,-0.6531,2.9992,2.3534,3.5659,-8.429,-4.8284,-1.8135,2.1768,-9.6837,-1.0484,0.8668,5.3235,1.2013,6.2934,-7.0164,-1.2237,4.5882,0.4826,5.6101,-4.1339,9.7025,0.1179,0.0589,-5.0814,-4.6093,-2.6219,-4.3836,-2.4668,2.4815,0.6752,3.4459,-5.0078,4.3775,5.3664,-7.4898,-2.8452,-4.2143,7.0843,6.5692,10.1067,0.8902,0.9216,9.5687,-2.4382,4.5256,-5.3904,8.2154,-1.9701,0.9009,11.8475,7.4609,-0.2714,3.4952,-3.7924,2.719,2.577,-4.0825,-2.9324,-2.6397,1.2201,-5.7589,-5.1003,5.6905,-1.1492,-0.8441,-5.0755,0.2538,1.2658,2.25,-0.4075,0.18,-4.1496,13.9594,-1.6602,-4.076,1.8234,8.6733,-2.8084,3.2287,-4.0131,-2.083,-8.2966,4.6396,2.2644,9.8637,1.6209,-14.5631,-1.8182,0.5622,0.8385,0.212,17.0192,0.0973,0.1111,0.3191,4.5643,-2.5132,-3.1208,7.1429,3.4118,0.3413,-10.2545,-12.4649,-42.0141,-11.4768,0.4998,0.8704,3.4515,0.1192,-3.0646,1.0129,-8.2346,4.4371,13.0945,7.6535,3.2031,7.671,-6.8432
JAZZ    US Equity,17.4994,2.8861,-1.5418,4.3497,0.0625,0.604,-2.2567,7.6255,2.1452,-6.2235,-4.2942,3.4135,0.6228,2.0631,-7.6612,-3.6121,17.4654,-1.7981,-0.6694,-15.8969,8.0839,-8.1989,2.8979,2.6085,2.8346,-1.5314,1.3553,1.6221,2.9767,1.592,0,-2.6186,2.6043,-4.0446,-2.129,-2.0875,7.9892,21.5711,-2.5658,2.7036,-4.0998,-1.3716,-1.1559,-1.0597,-2.1791,-2.3409,1.9718,2.1422,-4.7699,-0.6237,3.6282,-0.1703,5.4408,-0.5034,2.4395,1.1642,-0.7672,0.0351,1.3174,-2.0458,3.3805,0.1541,1.2821,-3.8312,-1.8779,-2.2357,2.36,-1.6265,2.1984,4.3911,-1.2943,0.6901,9.2358,6.6196,0.8827,3.3397,-5.2639,2.3834,4.9323,0.8735,-1.677,4.0682,2.4046,6.1,-1.1993,6.6825,2.8622,-0.4562,-0.126,1.1471,1.8145,1.3477,-8.2207,1.7962,9.046,-2.8263,9.0586,10.3318,4.5668,3.1586,0.1026,-2.1446,8.19,-0.5004,2.482,9.6636,8.2708,-0.5533,1.6556,0.9495,4.5722,6.2024,-10.6364,2.1685,-3.8779,-3.592,-7.2293,-4.9903,1.4274,5.8666,-0.9071,3.4835,-7.2841,-2.248,6.978,4.7943,3.5598,-3.4171,9.1127,-5.6969,11.5205,-7.3824,-5.6432,0.1546,-1.9507,-2.2543,8.4346,7.2451,2.5751,3.1304,0.8243,-3.4031,-1.9005,0.5606,-7.7309,2.2894,9.2544,1.4298,1.1609,2.2073,-2.5606,4.1093,0.7171,-7.4232,2.368,-1.4672,-1.8733,-1.0035,1.9655,6.4163,-3.5402,1.4468,-1.2224,1.6088,-1.3514,1.1935,1.7255,7.9502,-7.1901,-3.7396,8.9423,1.7504,1.1967,-4.5824,-2.9324,1.4649,2.8369,-2.0267,0.6858,-1.102,0.7839,-3.2613,1.8665,0.7893,2.8808,0.261,4.2516,-5.4359,1.4687,-7.6656,1.4678,-6.1567,-0.9619,-0.3798,-15.774,2.0257,-2.9818,3.6507,-5.0119,4.5226,3.8607,-5.4776,6.7968,3.8144,-2.8376,-7.5217,4.2455,1.9863,-1.5273,-8.9357,-2.8125,6.7685,-3.0718,-5.414,-6.5616,8.1649,1.5682,-0.992,8.1125,-11.5845,0.2451,12.8426,4.6256,3.414,8.5434,-4.1105
TSRO    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7148,-1.0799,-1.7467,0.6667,-2.2811,1.0542,-3.6513,-4.4084,0.1618,8.7237,0.5944,5.2437,-0.1404,6.1841,-0.5956,2.0639,-1.4351,1.6545,-2.1484,5.3892,8.0177,8.1823,-8.2118,0,1.236,-4.4186,9.4891,-2,2.8345,0.1654,0.8806,1.6912,3.9163,-1.4455,14.1959,9.8624,3.6743,-7.3298,-4.5632,1.6393,11.1111,-3.2661,15.1313,6.4084,-3.2324,26.2658,-4.205,-0.5523,16.3695,-2.8887,-16.658,1.6139,-0.7636,17.8209,4.8067,-14.2572,10.6977,-9.6639,-9.8837,6.4839,4.7561,4.9451,10.2728,10.2879,-10.6378,1.5974,-5.1909,4.0537,0.9107,-4.4372,-13.3526,14.2295,-2.5179,6.0359,-1.5897,2.6055,-4.2661,-25.7294,-8.7857,13.9389,12.7835,7.0689,-10.3301,-7.934,8.5488,2.5087,2.2615,-8.6337,21.8833,-7.5082,-16.0882,-6.0988,-8.9586,2.706,-3.513,0.0414,-0.7031,8.1216,-5.0462,8.073,4.7297,2.2222,8.31,-3.2697,11.0776,-7.7132,-9.2393,1.6547,-1.557,1.7254,7.1025,-4.322,1.931,1.387,-1.2679,-3.3457,-5.2797,1.1812,-4.8158,-1.7248,9.5944,-0.9964,-4.8167,11.858,3.7475,12.3007,1.1591,6.9608,0.616,-1.5438,4.704,9.7599,-3.5521,-0.4878,-1.3971,-7.2334,3.135,14.835,20.6561,3.3377,6.5687,2.5541,-7.1725,-3.5593,7.9748,7.4545,2.3018,-16.1719,-0.7456,1.5775,2.995,5.4748,-0.1872,-6.6496,6.2831,-0.5671,-3.6467,5.2018,12.191,-8.6322,-3.5263,-12.2241,-0.4518,-4.2818,9.9979,1.2931,1.7576,5.6909,-15.3277,-12.7997,7.0829,-1.7189,-0.5535,1.2244,1.0776,5.5265,-0.9691,7.0581,2.0809,-4.8962,0,1.0016,3.7683,-22.5917,-11.358,7.7994,-10.7494,2.7504,1.6906,10.0028,5.3023,4.7243,-1.2563,4.9965,5.618,-6.7167,1.0733,-3.2965,5.445,-10.089
QGEN    US Equity,4.9964,4.069,2.1869,6.2905,-2.9286,-4.7769,2.3102,3.3548,-5.4307,-0.462,-0.4642,-0.0666,3.8,-0.8349,-2.8497,6.1333,4.1457,0.965,1.7921,-3.4038,0.3645,-3.9952,4.0984,0,0.0606,1.0896,0,1.5569,-0.4127,5.8022,-2.4063,-0.0573,0.5164,0.6279,0.6239,4.8478,1.2903,0.69,-2.4249,3.7277,-6.5104,-3.9554,2.2622,-1.1344,1.0327,-2.5554,6.7599,0.9825,-3.1892,-1.7309,5,-2.1645,2.5996,3.0189,1.0466,5.0751,4.83,-3.4321,7.0107,-3.1847,0.4699,-1.5903,-1.2833,-1.0592,2.5791,-2.9412,1.4174,-0.7711,0.2428,-7.219,-1.9321,-0.6922,1.7694,-1.5806,0.3747,1.92,1.2036,2.9473,-0.9543,4.4118,0.3885,0.4354,4.4316,-0.738,-2.6952,0.1433,-4.4349,2.8443,1.5041,1.0994,3.4515,-3.1079,-0.7075,-0.1425,4.1151,6.2371,-2.7957,9.0708,-4.4219,-1.146,0.8587,-5.0234,4.6616,-0.4711,0.7745,3.0743,0.29,-1.9,-6.8632,1.8083,1.7318,-4.0157,1.1824,-1.7528,-6.4044,2.1017,-0.8138,0.2413,-3.0814,2.0864,3.163,2.5472,2.7139,1.1644,-0.0885,1.728,0.7404,1.0808,6.0736,-1.25,0.245,0.6925,1.8608,-0.7546,-3.0812,-2.8076,1.7842,-0.0835,0.9398,-1.6346,0.0841,-0.6305,-2.3266,-1.4725,-4.1758,0.5505,4.1971,2.7145,0.0853,0.3407,-0.1273,1.7,0.0418,-4.1353,2.7015,0.1697,-1.0165,-3.0809,5.0331,-1.0298,-2.612,-1.3083,4.6399,3.3361,3.2284,-2.4347,0.7912,3.3011,-0.9743,-0.9052,1.0723,-1.1788,-1.2724,-3.1011,2.7431,-0.0405,1.6188,-2.1705,-0.8752,2.2177,-0.6428,1.4153,-0.7974,3.4164,6.0241,0.9164,1.6346,-2.3231,1.4819,-5.3903,1.753,-2.9963,3.0116,3.0735,-6.1818,2.4806,-2.0424,-1.4286,-0.1958,-5.1413,3.8891,0.7567,5.336,0.863,-1.1905,-3.7274,3.9108,1.5807,2.4454,-7.5226,-14.2745,3.3759,0.2207,-7.3096,-1.4252,3.8554,-0.0464,3.389,-1.9758,-0.0916,-0.3668,5.7064,-1.8285,2.8825,2.8448,-5.8676
UTHR    US Equity,2.6878,-3.1121,4.7862,-0.6293,2.5741,-2.3103,-3.629,1.3962,0.2921,-2.538,2.1772,-0.3969,-1.1535,-5.156,-6.868,1.105,6.8187,-6.161,0.9244,-2.2076,5.7877,-2.361,0.5813,10.4485,0.4814,2.8536,5.2248,-1.0585,2.0424,4.0412,-1.026,2.2399,1.7925,-1.5831,-2.1869,1.9771,3.5514,1.1199,-3.3051,2.4696,-3.3531,-0.8674,-17.5173,3.8895,4.7862,0.4466,8.1851,-1.8307,-0.9705,-3.1899,4.2279,-0.7046,-0.326,0.3848,-0.115,2.6866,0.5233,-0.0558,5.4688,1.8519,5.2987,1.5129,-1.0854,-0.1802,-0.1313,-1.4128,2.7662,-2.2864,3.2194,5.8039,1.17,3.8901,-4.0769,0.211,0.767,-2.3582,-3.1795,3.9154,2.1118,2.7823,1.3318,3.5714,5.7793,-3.8336,-3.4441,0.6319,-1.0466,3.8923,5.321,0.348,1.1045,8.5874,-4.3168,0.8314,0.2183,9.3043,0.1328,3.9133,-0.7021,-1.1035,-1.4516,-3.056,-0.3969,29.2919,-1.99,-0.2875,-0.0631,-3.0472,-4.575,-4.8334,3.0821,2.6522,-1.8579,-0.4536,-5.9429,-0.2211,-4.3061,0.2978,2.0233,3.6861,-5.5405,14.6913,2.1877,-5.5023,-1.252,-3.6627,0.6058,-6.9456,-2.4211,2.2753,1.2633,2.9587,-1.8658,0.0765,-2.271,-0.8602,3.437,2.5493,25.1779,-4.812,11.3053,4.2294,4.3191,-4.6633,-2.6505,-1.0478,6.1728,-1.0464,-5.1615,0.9822,3.2209,2.3944,-3.0701,0.677,3.2388,-1.2055,-3.1982,0.9943,9.3721,2.9839,-2.8699,0.5527,6.483,3.2427,-0.6153,3.6117,1.6495,9.3019,-3.0982,1.0234,5.5571,0.4066,0.81,-8.4472,4.6747,-3.4431,6.3329,0.0163,-1.29,3.2037,0.529,-6.7606,-3.0325,0.8583,4.418,-5.5093,0.0473,-2.5744,-0.1576,-5.5239,3.1097,-7.0227,3.9542,-2.8367,-8.8382,-4.7238,-5.5844,4.0537,-1.9907,16.3361,4.7671,-4.446,2.9839,2.0441,2.9431,-3.5516,1.3189,3.6925,-2.6723,-9.6482,-5.9364,-2.7498,-4.8362,-3.8399,6.8468,0.6005,-2.7647,3.1018,-2.3504,-1.4923,-11.3292,3.7292,0.0089,2.2047,3.6212,-12.0475
EXEL    US Equity,1.1616,3.5491,0.8065,12.4,12.2776,-2.6941,-5.8632,-0.173,-2.9463,-6.0714,7.2243,-1.773,-6.4982,-1.9305,-6.1024,1.2579,-0.6211,-5.8333,12.8319,-9.6078,0,-2.9284,11.7318,3.2,2.7132,4.3396,5.425,2.6587,3.0911,3.7277,-12.8125,-20.0717,-1.7937,-1.8265,3.0233,14.6727,3.1496,6.0115,-13.1413,3.2124,-4.6185,-0.6316,1.9068,-2.2869,3.8298,-3.0738,11.4165,-7.4004,-10.4508,7.7803,-2.5478,-1.7429,7.0953,-0.207,-3.9419,3.2397,-0.3138,-0.5247,-0.6329,-6.3694,2.9478,5.7269,-3.9583,0.8677,-0.6452,-4.329,13.5747,-3.5857,7.8512,-10.1533,3.4115,-6.1856,4.1758,2.1097,-1.0331,-1.8789,-4.0426,0.6652,7.489,0.6148,10.7943,-9.9265,7.1429,-5.7143,-0.8081,5.0916,-2.907,7.984,-1.1091,6.1682,1.7606,-0.173,-8.2322,1.7941,-0.7421,-7.1028,0.503,5.9059,6.0491,3.9216,0.3431,-0.5128,0.6873,1.1945,3.3727,21.3703,8.6022,-5.4455,-9.9476,4.6512,0.1389,-2.6352,0.5698,-3.8244,-7.6583,0.319,-46.2639,7.1006,-6.9061,-2.3739,-0.9119,1.8405,3.9157,-3.4783,3.3033,-3.7791,0,5.7402,6,-6.469,1.1527,-5.2707,5.2632,19.7143,0,0.4773,-0.2375,-2.1429,0.7299,-55.314,1.0811,-9.0909,-8.2353,-2.5641,-4.6053,8.6207,7.3016,0.5917,2.3529,-0.5747,1.7341,-5.6818,-15.0602,-0.7092,-5,0,24.0602,6.6667,-5.6818,-1.8072,14.7239,2.139,29.8429,10.4839,6.9343,3.7543,-13.1579,6.8182,-9.9291,4.7244,14.2857,2.3026,-0.9646,-8.1169,21.2014,-1.7493,-6.5282,0,6.3492,6.2687,7.8652,-1.8229,-8.7533,6.9767,6.25,42.9668,2.5045,2.9668,-1.3559,-9.7938,15.2381,-6.7769,4.7872,10.4907,-9.4946,0,1.269,-3.0911,-0.1724,3.9724,3.4053,-13.253,0.9259,0.367,-1.2797,-11.2963,4.1754,6.012,6.6163,-13.2092,-13.5853,8.5106,0.6536,-1.7316,-7.489,-2.619,-5.868,6.7532,-1.7032,-4.2079,4.3928,0.2475,4.9383,2.3529,1.3793,4.5351
IONS    US Equity,0.8322,4.5392,3.9474,4.4304,6.6667,-5.3409,1.9208,5.0648,0.3363,-7.1508,2.7677,0.3513,2.3337,-2.5086,-11.9298,1.7264,7.1802,-2.6797,13.3917,-1.2141,9.3855,-0.715,7.6132,3.9197,9.3836,0.9251,9.75,1.8223,-3.3184,0.5785,-7.362,5.2152,5.4288,1.6418,-0.0734,9.1109,-1.4815,-1.7772,-2.0877,-11.2296,1.201,-26.0285,-4.8128,-4.0449,2.8103,-4.2141,7.7289,1.5453,-2.337,11.074,2.9058,-1.6553,7.8218,21.9467,8.1325,-4.9443,7.9121,-3.3265,1.3343,1.2474,4.7912,15.6107,-0.226,-4.6999,0.6536,2.3613,10.669,9.9531,6.4455,-0.1781,-15.165,8.6225,1.5489,3.3842,4.9331,1.0545,-4.3913,22.1919,11.6487,12.4,-7.9181,-6.6989,0.8975,-3.4896,-10.7763,1.8673,0.741,8.0914,12.894,14.4036,6.3783,-5.9698,-9.7865,0.4302,8.4455,-6.5745,-0.9665,-1.9518,12.535,7.131,0.9288,-5.0613,11.5509,-3.1378,-2.8657,22.1139,-0.9664,2.7153,5.4523,-3.8582,6.2538,13.1135,-13.5593,0.4314,-10.9137,-3.7037,-9.6495,-5.0378,-10.0796,0.3245,-3.7342,-20.9835,-9.4704,5.4654,12.5911,5.0701,4.0383,10.625,9.0098,-3.3279,0.1411,-13.1305,-6.7791,4.8713,0.8626,10.9539,7.1153,-4.982,18.73,-6.158,7.9477,2.3977,-5.5582,-1.5527,-7.2501,9.3527,12.8668,2.3556,-3.1915,9.9125,3.938,1.6686,1.8729,18.1198,4.4448,-2.2123,-3.2679,17.3624,-3.9994,2.7534,-3.8861,-13.8666,8.2189,4.9327,2.3131,2.7421,0.3123,4.1466,-13.8878,-2.7458,6.6039,-0.5632,1.5919,-12.2495,6.353,0.9848,8.3293,-0.6494,-1.738,-1.7989,-3.71,-5.8513,-4.6867,-4.6856,6.972,-7.1291,3.349,-9.4484,0.5227,-6.68,10.4586,1.0865,3.8004,0.8876,-19.3915,-1.5007,-0.1847,3.1915,2.017,5.7777,16.0332,12.1353,-2.2506,1.9922,-4.5629,-9.4951,7.2104,3.112,3.8397,-8.1544,-22.8551,3.6235,-14.3831,-9.0932,0.989,3.5255,-9.4595,18.8358,-1.8588,-1.075,7.6843,-1.4416,-1.5358,5.1745,2.2599,-5.686
